record_type|record_id|source_year|source_file|source_sheet|row_number|category|entity_name|description|province|district|constituency|ward|zone|sector|project_site|status|amount_requested|amount_recommended|amount_approved|amount_disbursed|annual_fees|termly_fees|date_approved|date_disbursed|source_url|source_name|retrieved_at
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0007|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|13|empowerment_grant|DASAGRO MULTI-PURPOSE|POULTRY|LUSAKA|KAFUE|KAFUE|SHABUSALE|FLASH BATT|FISHERIES & LIVESTOCK|||40000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0008|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|14|empowerment_grant|RUBBATANO CLUB|POULTRY|LUSAKA|KAFUE|KAFUE|SHABUSALE|8|FISHERIES & LIVESTOCK|||40000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0009|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|15|empowerment_grant|PEOPLE WITH DESTINY|POULTRY|LUSAKA|KAFUE|KAFUE|SHABUSALE|ZAMBIA COMPOUND|FISHERIES & LIVESTOCK|||40000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0010|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|16|empowerment_grant|SHABUSALE COOPERATIVE|BUYING AND SELLING OF BEANS|LUSAKA|KAFUE|KAFUE|SHABUSALE|Z10 - MUTENDERE|TRADE & COMMERNCE|||40000|30000|30000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0011|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|17|empowerment_grant|PLATUN SECURITY CLUB|SECURITY SERVIES|LUSAKA|KAFUE|KAFUE|SHABUSALE|3|SECURITY|||40000|25000|25000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0012|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|18|empowerment_grant|LUSUMPUKO WOMENS CLUB|POULTRY|LUSAKA|KAFUE|KAFUE|SHABUSALE|COMMUNITY 7|FISHERIES & LIVESTOCK|||40000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0013|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|19|empowerment_grant|NANGO SALVA ARMY CLUB|POULTRY|LUSAKA|KAFUE|KAFUE|SHABUSALE|3|FISHERIES & LIVESTOCK|||40000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0014|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|20|empowerment_grant|SITIBWELELA KUMBUYO COOPERATIVE|POULTRY|LUSAKA|KAFUE|KAFUE|SHABUSALE|6|FISHERIES & LIVESTOCK|||40000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0015|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|21|empowerment_grant|POWER GROUP MULTIPURPOSE|CARPENTRY & JOINERY|LUSAKA|KAFUE|KAFUE|SHABUSALE|7|MANUFACTURING & PROCESSING|||40000|30000|30000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0016|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|22|empowerment_grant|ROOTS & CULTURE LIBERATION GROUP|POULTRY|LUSAKA|KAFUE|KAFUE|SHABUSALE|7|FISHERIES & LIVESTOCK|||40000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0017|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|23|empowerment_grant|MADENKO MULTIPURPOSE COOPERATIVE|POULTRY|LUSAKA|KAFUE|KAFUE|SHABUSALE|ZSZ6B|FISHERIES & LIVESTOCK|||40000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0018|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|24|empowerment_grant|REVALETION SAVING AND CREDIT GROUP|SERVINGS AND LOANS|LUSAKA|KAFUE|KAFUE|SHABUSALE|SOLOBBONI|BANKING & FINANCE|||40000|10000|10000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0019|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|25|empowerment_grant|GWAMBAZU COOPERATIVE|COOKING OIL PRODUCTION AND SAUSAGES|LUSAKA|KAFUE|KAFUE|SHABUSALE|10|MANUFACTURING & PROCESSING|||40000|30000|30000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0020|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|26|empowerment_grant|MWAMAKA MUTIPURPOSE COOPERATIVE|GARBAGE COLLECTION|LUSAKA|KAFUE|KAFUE|KASENJE|COMMUNITY SIX 1|WATER & SANITATION|||40000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0021|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|27|empowerment_grant|WADZANAI MULTI PURPOSE CLUB|PROCURING INCUBATORS|LUSAKA|KAFUE|KAFUE|KASENJE|MUSAMBAZI 1|MANUFACTURING & PROCESSING|||40000|30000|30000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0022|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|28|empowerment_grant|MUNA MULTI PURPOSE|POULTRY|LUSAKA|KAFUE|KAFUE|KASENJE|KASENJE 1|FISHERIES & LIVESTOCK|||40000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0023|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|29|empowerment_grant|OLIVE TREECARE|FARMING INPUTS& GENERAL TRADING|LUSAKA|KAFUE|KAFUE|KASENJE|KASENJE 1|TRADE & COMMERNCE|||40000|30000|30000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0024|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|30|empowerment_grant|KAFUE WIDOWS & ORPHANS CARE|TAILORING|LUSAKA|KAFUE|KAFUE|KASENJE|KASENJE 2|TRADE & COMMERNCE|||40000|25000|25000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0025|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|31|empowerment_grant|MAZIKO YOUTH MULTIPURPOSE|VILLAGE BANKING|LUSAKA|KAFUE|KAFUE|SHIKOSWE|YAMBAYAMBA|BANKING & FINANCE|||40000|10000|10000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0026|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|32|empowerment_grant|TUZIBANE MANINGI ENTERPRISE|CAR WASH & TYRE MENDING|LUSAKA|KAFUE|KAFUE|SHIKOSWE|TRADE KINGS|TRADE & COMMERNCE|||40000|25000|25000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0027|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|33|empowerment_grant|KULIMA KUPATI MULTIPURPOSE|GOAT KEEPING|LUSAKA|KAFUE|KAFUE|SHIKOSWE|GREENFIELD|FISHERIES & LIVESTOCK|||40000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0028|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|34|empowerment_grant|TUSWANGANE ATOMWE MULTIPURPOSE|VILLAGE BANKING|LUSAKA|KAFUE|KAFUE|SHIKOSWE|MWALEKA|BANKING & FINANCE|||40000|10000|10000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0029|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|35|empowerment_grant|SOPHTYLAS YOUTH MULTIPURPOSE|VILLAGE BANKING|LUSAKA|KAFUE|KAFUE|SHIKOSWE|WHIRLPOOL|BANKING & FINANCE|||40000|10000|10000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0030|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|36|empowerment_grant|NAZARENE MULTIPURPOSE|STATIONARY SHOP|LUSAKA|KAFUE|KAFUE|SHIKOSWE|NEW SHIKOSWE|TRADE & COMMERNCE|||40000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0031|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|37|empowerment_grant|LASOFT MULTIPURPOSE|ANIMAL FEED PRODUCTION|LUSAKA|KAFUE|KAFUE|SHIKOSWE|GREENFIELD|FISHERIES & LIVESTOCK|||40000|30000|30000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0032|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|38|empowerment_grant|NGANA KIPEU WOMENS CLUB|VILLAGE BANKING|LUSAKA|KAFUE|KAFUE|MATANDA|LUMUMBA|BANKING & FINANCE|||40000|10000|10000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0033|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|39|empowerment_grant|ZANIMOUNE CULTURAL GROUP|POULTRY|LUSAKA|KAFUE|KAFUE|MATANDA|LUMUMBA|FISHERIES & LIVESTOCK|||46000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0034|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|40|empowerment_grant|NAMAMBWE MUTIPURPOSE|POULTRY|LUSAKA|KAFUE|KAFUE|MATANDA|LUMUMBA|FISHERIES & LIVESTOCK|||40000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0035|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|41|empowerment_grant|GRACE MINISTRIES MISSION INT`L|POULTRY FARMING|LUSAKA|KAFUE|KAFUE|KAFUE|MUCHUTO B|FISHERIES & LIVESTOCK|||40000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0036|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|42|empowerment_grant|CHABOTA WOMEN'S CLUB|POULTRY FARMING|LUSAKA|KAFUE|KAFUE|KAFUE|CHAWAMA|FISHERIES & LIVESTOCK|||40000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0037|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|43|empowerment_grant|GARDEN OF EDEN MULTIPURPOSE|POULTRY|LUSAKA|KAFUE|KAFUE|SHIMABALA|HETTY DENEN 1|FISHERIES & LIVESTOCK|||40000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0038|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|44|empowerment_grant|NSHIWILE MFUKEMEFYA WOMEN'S CLUB|POULTRY|LUSAKA|KAFUE|KAFUE|MALUNDU|11|FISHERIES & LIVESTOCK|||20000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0039|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|45|empowerment_grant|MILIKA-BELLA HOME FOR THE AGED|POULTRY|LUSAKA|KAFUE|KAFUE|KABWEZA|1|FISHERIES & LIVESTOCK|||40000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0040|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|46|empowerment_grant|KULIAKUIKALA WOMEN'S CLUB|POULTRY FARMING|LUSAKA|KAFUE|KAFUE|CHISANKANE|ZONE 1|FISHERIES & LIVESTOCK|||40000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0041|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|47|empowerment_grant|BLISS MULTI-PURPOSE CO-OPERATIVE LIMITED|HATCHERY|LUSAKA|KAFUE|KAFUE|KAFUE|1|MANUFACTURING & PROCESSING|||40000|30000|30000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0042|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|48|empowerment_grant|TIGWIRIZANE WOMEN'S CLUB|CHARCOAL BRIQUETTE|LUSAKA|KAFUE|KAFUE|KAFUE|ZONE 3|MANUFACTURING & PROCESSING|||40000|30000|30000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0043|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|49|empowerment_grant|MORNING STAR WOMEN'S CLUB|GOAT FARMING|LUSAKA|KAFUE|KAFUE|MAGOBA|15|FISHERIES & LIVESTOCK|||40000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0044|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|50|empowerment_grant|MIBULA WOME'S CLUB|BROILER REARING|LUSAKA|KAFUE|KAFUE|MALUNDU|ZONE 11|FISHERIES & LIVESTOCK|||40000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0045|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|51|empowerment_grant|TWENDE WOMEN'S CLUB|VILLAGE CHICKEN REARING|LUSAKA|KAFUE|KAFUE|MALUNDU|ZONE 11|FISHERIES & LIVESTOCK|||40000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0046|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|52|empowerment_grant|NEW KAFUE MULTI-PURPOSE COOPERATIVE SOCIETY|CHICKEN REARING|LUSAKA|KAFUE|KAFUE|MATANDA|6|FISHERIES & LIVESTOCK|||40000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0047|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|53|empowerment_grant|OSAWE WOMEN'S CLUB|TOILORING MACHINES|LUSAKA|KAFUE|KAFUE|MATANDA|6|TRADE & COMMERNCE|||40000|25000|25000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0048|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|54|empowerment_grant|JET LINE MULTI-PURPOSE SOCIETY LIMITED|CONSUMER GOODS RETAIL|LUSAKA|KAFUE|KAFUE|MATANDA|KASAKA|TRADE & COMMERNCE|||40000|30000|30000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0049|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|55|empowerment_grant|SHALENGWA WOMEN'S CLUB|VILLAGE BANKING|LUSAKA|KAFUE|KAFUE|MUNGU|16|BANKING & FINANCE|||20000|10000|10000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0050|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|56|empowerment_grant|TIYESEKO MULTI-PURPOSE CO-OPERATIVE SOCIETY|POULTRY FARMING|LUSAKA|KAFUE|KAFUE|MUNGU|16|FISHERIES & LIVESTOCK|||40000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0051|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|57|empowerment_grant|LIMPO WOMEN'S CLUB|VILLAGE BANKING|LUSAKA|KAFUE|KAFUE|MUNGU|16|BANKING & FINANCE|||40000|10000|10000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0052|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|58|empowerment_grant|MORNING STAR WOMEN'S CLUB|VILLAGE BANKING|LUSAKA|KAFUE|KAFUE|MUNGU|16|BANKING & FINANCE|||40000|10000|10000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0053|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|59|empowerment_grant|MUTUGWASHE WOMEN'S CLUB|VILLAGE CHICKENS|LUSAKA|KAFUE|KAFUE|MUNGU|1|FISHERIES & LIVESTOCK|||40000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0054|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|60|empowerment_grant|KANJAWA WOMEN'S CLUB|REARING VILLAGE CHICKEN & GOATS|LUSAKA|KAFUE|KAFUE|MUNGU|1|FISHERIES & LIVESTOCK|||40000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0055|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|61|empowerment_grant|CHITEMBAI CO-OPERATIVE|HAMMER MILL|LUSAKA|KAFUE|KAFUE|SHABUSALE|7|TRADE & COMMERNCE|||40000|40000|40000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0056|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|62|empowerment_grant|ENERGY OF HOPE MULTI-PURPOSE COOPERATIVE SOCIETY|VILLAGE BANKING|LUSAKA|KAFUE|KAFUE|SHIKOSWE|COTTAGE|BANKING & FINANCE|||40000|10000|10000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0057|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|63|empowerment_grant|KWIBU MULTI-PURPOSE COOPERATIVE|RESELLING DRY FOOD PRODUCTION|LUSAKA|KAFUE|KAFUE|SHIKOSWE|OLD SHIKOSWE|TRADE & COMMERNCE|||39150|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0058|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|64|empowerment_grant|PLIMEC MULTI-PURPOSE SOCIETY LIMITED|ANIMAL AND POULTRY FARMING|LUSAKA|KAFUE|KAFUE|SHIKOSWE|GREEN FIELDS|FISHERIES & LIVESTOCK|||40000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0059|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|65|empowerment_grant|TRIMA MULTI-PURPOSE CO-ORPERATIVE|VILLAGE BANKING|LUSAKA|KAFUE|KAFUE|SHIKOSWE|NEW SHIKOSWE|BANKING & FINANCE|||40000|10000|10000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0060|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|66|empowerment_grant|MAPALO MULTI-PURPOSE CO-ORPERATIVE|MEALIE-MEAL AND MAIZE BRAND PRODUCTION|LUSAKA|KAFUE|KAFUE|SHIKOSWE|MWALEKA|MANUFACTURING & PROCESSING|||40000|40000|40000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0061|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|67|empowerment_grant|ZAZANYANA MULTI-PURPOSE CO-ORPERATIVE|CONSTRUCTION, PLUMBING, WELDING, CARPENTRY, AND ELECTRICAL|LUSAKA|KAFUE|KAFUE|SHIKOSWE|COTTAGE|TRADE & COMMERNCE|||40000|30000|30000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0062|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|68|empowerment_grant|JULOKA WOMEN'S CLUB|POULTRY FARMING|LUSAKA|KAFUE|KAFUE|SHIKOSWE|MWALEKA|FISHERIES & LIVESTOCK|||40000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
cdf_record|2023_kafue_2023_cdf_submission_empowerment_grants_0063|2023|kafue_2023_cdf_submission.xlsx|Empowerment Grants|69|empowerment_grant|LUSUMPUKO MULTI-PURPOSE CO-ORPERATIVE SOCIETY LIMITED|POULTRY FARMING|LUSAKA|KAFUE|KAFUE|SHIKOSWE|NEW SHIKOSWE|FISHERIES & LIVESTOCK|||40000|20000|20000||||2023-09-26 00:00:00|2023-10-13 00:00:00|https://www.kafuecouncil.gov.zm/?page_id=195|kafue 2023 cdf submission|2026-09-11
